horas_uso,dias_sin_mantenimiento,fallas_previas,antiguedad,horas_por_dia,uso_proyectado_30d,criticidad,tipo_maquina,fallo_30d
3049,130,0,16,11.504327730762839,345.12983192288516,1,3,0
2176,166,1,19,8.695425545533798,260.86276636601394,1,3,0
3999,108,1,13,6.8938226188485,206.81467856545498,1,3,0
3211,64,2,4,8.253731802665687,247.61195407997062,3,3,0
2899,167,0,11,7.682361814156053,230.4708544246816,1,3,0
825,182,1,18,7.090218438954534,212.70655316863602,3,3,0
3609,123,1,18,6.19597385401295,185.8792156203885,3,3,0
1620,69,1,10,13.485806792467313,404.5742037740194,1,3,1
607,172,0,17,13.368275092362705,401.04825277088116,3,3,1
3178,110,2,13,6.403336045041354,192.10008135124062,1,3,0
2698,139,1,14,7.384676582563214,221.54029747689643,2,3,0
1597,191,0,7,7.116003771702349,213.48011315107047,2,3,0
3628,69,0,10,8.249783475372139,247.49350426116416,3,3,0
3425,6,2,3,7.632550963829929,228.97652891489787,2,3,0
834,16,0,2,13.566828299182841,407.00484897548523,1,3,0
3823,110,0,19,6.673363492481631,200.20090477444893,3,3,0
2442,142,1,7,7.693366616036026,230.80099848108077,1,3,0
2539,28,1,5,6.6457864366633155,199.37359309989947,3,3,0
1303,20,1,3,13.843082789155492,415.29248367466477,3,3,0
2348,0,1,2,13.347308072776041,400.41924218328126,3,3,0
1266,15,1,6,11.733052718123288,351.99158154369866,3,3,1
1777,149,2,14,9.407784257759307,282.2335277327792,2,3,1
1908,55,0,7,7.52142508419194,225.6427525257582,2,3,0
2806,0,0,2,7.771917800161139,233.1575340048342,2,3,0
3329,118,3,11,9.54432006844809,286.3296020534427,3,3,1
1988,68,0,3,12.145781370691854,364.3734411207556,2,3,0
533,84,0,9,8.11783596799167,243.53507903975012,3,3,0
2873,122,1,8,8.486335300277172,254.59005900831517,2,3,0
1336,185,0,11,10.799554331235765,323.98662993707296,3,3,0
3809,221,3,18,7.901834898226029,237.05504694678086,2,3,0
3238,56,2,1,10.673748970342428,320.2124691102729,2,3,1
2524,182,0,15,9.097047146178276,272.9114143853483,2,3,0
2139,151,0,4,6.274945647210784,188.24836941632353,3,3,0
1238,4,0,4,9.221610289855711,276.64830869567135,3,3,0
1989,145,2,10,13.356202236153159,400.68606708459475,2,3,1
3291,78,0,11,8.344895033067685,250.34685099203054,3,3,0
1827,183,0,18,8.58265911549175,257.4797734647525,1,3,0
2385,102,1,15,6.527527104474295,195.82581313422884,2,3,0
3394,94,2,3,10.920379588554354,327.61138765663065,2,3,0
616,102,1,7,12.793938914386711,383.81816743160135,1,3,0
3778,155,2,7,8.823383144744813,264.7014943423444,3,3,0
2004,170,3,17,7.9219644601599075,237.65893380479721,3,3,0
3197,150,1,16,13.652894833310869,409.58684499932605,3,3,1
2950,146,0,16,11.960580916731907,358.8174275019572,2,3,0
3544,202,2,8,10.537308474266116,316.11925422798345,2,3,0
2533,84,1,3,8.444249330759073,253.32747992277217,2,3,0
2199,203,0,15,7.766384143811207,232.9915243143362,2,3,0
2423,71,1,1,11.725952312003738,351.77856936011216,2,3,0
2110,160,3,10,10.174310537098753,305.2293161129626,3,3,1
2780,0,1,2,10.164798534423849,304.94395603271545,1,3,0
3476,78,3,7,6.58967854937795,197.6903564813385,3,3,0
1807,117,0,14,10.097555814076848,302.92667442230544,3,3,0
3027,160,0,16,12.58195224831595,377.4585674494785,2,3,1
1475,155,2,15,13.574394222366072,407.2318266709822,1,3,1
2556,21,0,7,6.853459179853881,205.60377539561642,1,3,0
1214,140,1,13,11.049321685592567,331.479650567777,3,3,0
2425,29,0,10,10.546778006385974,316.4033401915792,1,3,1
2926,138,1,9,13.122499927585135,393.6749978275541,3,3,1
2928,111,1,9,12.009952241478972,360.29856724436917,3,3,1
1343,132,1,6,13.722094953322506,411.66284859967516,3,3,0
859,134,0,12,13.68026030065597,410.4078090196791,3,3,0
2723,128,1,14,7.805480746761766,234.164422402853,2,3,0
984,27,1,7,11.802806975203378,354.08420925610136,1,3,1
1928,78,0,8,10.244184730919155,307.32554192757465,2,3,0
2580,62,0,8,7.716815961722443,231.5044788516733,2,3,0
1988,113,1,8,7.558952657739206,226.76857973217616,2,3,0
1195,34,1,2,6.648674730130292,199.46024190390875,3,3,0
2704,181,3,14,12.364362211349512,370.93086634048535,3,3,1
1064,164,0,10,8.596038244960077,257.8811473488023,2,3,0
2331,117,0,18,12.855750682631733,385.672520478952,2,3,0
701,173,0,18,10.866522928185717,325.9956878455715,1,3,0
1698,182,2,18,11.389066838707686,341.6720051612306,2,3,1
1767,175,1,16,8.333389996881573,250.0016999064472,3,3,0
3840,97,0,5,9.658354235165469,289.75062705496407,2,3,0
3470,148,3,5,9.298540624664998,278.9562187399499,1,3,1
1969,70,1,10,7.8855093113968096,236.56527934190427,1,3,0
573,108,1,17,12.66009734821434,379.80292044643016,2,3,0
595,141,0,13,10.976676046452969,329.30028139358905,1,3,0
2396,198,3,17,6.299455819624561,188.98367458873685,1,3,0
672,202,0,18,12.559336155029508,376.7800846508852,3,3,0
2422,103,0,13,6.848302048228732,205.44906144686195,1,3,0
3977,112,2,17,9.229571468260474,276.8871440478142,1,3,0
2702,208,2,15,10.570055213043023,317.1016563912907,2,3,0
3754,161,3,12,6.061209965289744,181.8362989586923,3,3,0
3894,109,3,10,11.22326484354349,336.6979453063047,1,3,0
2836,58,2,13,11.277623516482056,338.32870549446164,2,3,0
757,91,0,11,11.220210537061174,336.6063161118352,2,3,0
2721,81,0,3,7.307743504850217,219.2323051455065,2,3,0
829,127,0,10,8.045858614188395,241.37575842565187,2,3,0
1754,67,1,11,7.979006556261922,239.37019668785766,2,3,0
3306,107,1,6,13.680535865437097,410.4160759631129,2,3,1
3567,49,3,1,6.540225497807018,196.20676493421055,1,3,0
660,128,0,6,9.43009206162803,282.9027618488409,3,3,0
685,42,0,5,12.970031246561554,389.10093739684663,3,3,1
642,66,1,7,12.155727955581728,364.6718386674518,2,3,0
3853,130,0,12,12.579536997191415,377.38610991574245,2,3,0
3454,124,3,12,13.778348672978664,413.3504601893599,3,3,1
1139,66,3,7,9.09809449818551,272.9428349455653,1,3,0
2574,129,2,2,8.47724219504369,254.3172658513107,2,3,0
3817,104,2,1,6.2452759212015785,187.35827763604735,3,3,0
701,145,2,18,7.200154894318897,216.0046468295669,3,3,0
3592,134,0,12,10.496117236344194,314.8835170903258,2,3,0
2114,39,3,7,7.2612847604267206,217.83854281280162,3,3,0
3217,255,1,19,11.890440127847285,356.71320383541854,1,3,1
3665,99,3,3,6.2978608393275,188.935825179825,3,3,0
3579,170,4,10,8.075904185903056,242.27712557709168,2,3,0
971,107,0,11,11.563624987107909,346.90874961323726,2,3,0
3910,126,2,5,8.04402259391251,241.3206778173753,3,3,0
2806,93,0,2,11.830083713795712,354.90251141387137,3,3,0
2602,102,3,8,13.966911003445615,419.0073301033685,2,3,1
1410,96,0,14,12.376671643592829,371.30014930778486,1,3,0
2071,116,1,8,8.734683670088021,262.0405101026406,3,3,0
1529,72,0,6,13.20473520502609,396.1420561507827,1,3,0
3948,127,3,1,6.4094378853456755,192.28313656037025,1,3,0
3101,55,3,1,11.800054595578498,354.00163786735493,2,3,1
1573,103,1,8,6.1865786525014,185.59735957504202,2,3,0
2659,150,0,11,7.39644396285572,221.8933188856716,2,3,0
2693,179,1,18,13.900685932308596,417.0205779692579,1,3,1
729,137,0,10,8.887079299954456,266.6123789986337,2,3,0
2246,119,3,12,12.563995025313911,376.91985075941733,2,3,1
3044,123,2,16,9.008693702684816,270.2608110805445,1,3,0
1829,38,1,5,12.720227606382526,381.60682819147576,1,3,0
960,149,1,16,13.723516481014194,411.7054944304258,1,3,0
1306,140,2,12,9.484289947353332,284.5286984206,1,3,0
2431,112,3,6,10.474793534786235,314.243806043587,3,3,1
2773,88,0,5,11.029115919708541,330.87347759125623,2,3,0
558,43,1,1,13.478678417401884,404.36035252205653,3,3,0
1599,149,2,19,8.053952699476463,241.61858098429389,1,3,0
2975,152,3,10,10.889994982669814,326.69984948009443,1,3,1
1227,81,0,14,8.59776182578514,257.9328547735542,1,3,0
1655,12,1,3,7.735465441459356,232.06396324378068,1,3,0
3479,89,2,6,6.679362712185713,200.3808813655714,1,3,0
997,111,2,5,10.96568690988759,328.97060729662775,2,3,1
3363,191,0,17,13.056683830972547,391.7005149291764,3,3,1
1409,169,0,18,8.8111431107561,264.33429332268304,3,3,0
1828,143,0,12,10.421348289543818,312.6404486863145,2,3,0
2614,32,1,5,11.137070362352926,334.1121108705878,2,3,1
729,79,0,9,9.31720142236163,279.51604267084895,2,3,0
3530,114,2,12,13.226782802928465,396.803484087854,3,3,1
832,68,1,9,8.902041289609413,267.0612386882824,3,3,0
2824,59,4,3,7.000086560718749,210.00259682156246,1,3,0
2396,39,2,1,7.152162864413596,214.5648859324079,3,3,0
2107,141,2,15,13.126860916061702,393.80582748185105,3,3,1
1220,109,2,10,13.904064342783677,417.1219302835103,2,3,1
2691,27,0,14,8.311502804573735,249.34508413721204,3,3,0
1774,101,0,7,7.1488218052376915,214.46465415713075,1,3,0
1190,50,1,4,9.857698254049676,295.7309476214903,3,3,0
3651,73,4,5,11.676224508612783,350.2867352583835,2,3,1
556,107,1,16,10.899223264823776,326.9766979447133,2,3,0
3937,121,1,3,13.6088654566609,408.265963699827,1,3,0
2855,234,1,17,12.542223071773025,376.2666921531907,1,3,0
2721,67,0,13,12.951777320512017,388.5533196153605,3,3,1
1985,78,2,6,10.333337270792562,310.0001181237769,1,3,0
1249,112,1,5,8.618201546651601,258.54604639954806,1,3,0
3551,148,1,16,11.613888083684632,348.41664251053896,2,3,0
1177,93,0,11,9.51242431961116,285.3727295883348,2,3,0
1059,144,1,17,8.302033924498597,249.0610177349579,3,3,0
2162,82,0,5,7.21816548537838,216.5449645613514,3,3,0
2204,187,1,6,10.2229936631165,306.68980989349495,3,3,1
3945,153,2,10,10.75402853759935,322.6208561279805,3,3,0
2478,0,1,1,10.5502854612334,316.50856383700204,2,3,0
848,84,0,10,6.932386907468432,207.97160722405297,3,3,0
1590,160,1,17,10.559898556309946,316.7969566892984,3,3,0
2877,29,2,3,7.347312854441128,220.41938563323384,1,3,0
2741,4,0,2,11.309713323611753,339.29139970835257,3,3,0
1678,200,1,17,9.435071973324266,283.052159199728,1,3,0
3731,41,0,4,12.790308701913244,383.7092610573973,2,3,1
2219,70,2,2,12.22612595835023,366.78377875050694,3,3,1
2813,146,1,5,11.79505641213307,353.8516923639921,1,3,1
2715,94,1,10,11.605896794674418,348.17690384023257,3,3,0
2692,48,0,1,10.483904315824816,314.5171294747445,1,3,0
2733,7,2,1,6.488908609026755,194.66725827080265,3,3,0
1385,78,0,4,11.243916988264008,337.31750964792025,2,3,0
1364,138,0,7,9.735377420509721,292.0613226152916,2,3,0
3321,201,2,14,9.756437711948264,292.69313135844794,1,3,0
3994,148,1,14,9.032177563730158,270.96532691190475,1,3,0
3554,173,4,18,13.432567318733685,402.9770195620106,2,3,1
1285,55,0,2,7.995610135619459,239.86830406858377,3,3,0
956,40,0,1,8.532755627278238,255.98266881834715,1,3,0
844,176,0,16,13.704326261884981,411.12978785654946,2,3,1
3282,158,2,18,12.481229882213583,374.43689646640746,1,3,0
1053,141,0,16,6.11269129730296,183.3807389190888,2,3,0
1520,69,0,6,13.248860798894992,397.46582396684977,2,3,1
1287,146,2,10,7.813178390664563,234.39535171993688,1,3,0
2319,87,2,2,11.647460313328509,349.42380939985526,1,3,1
3483,78,2,7,10.424584858937724,312.7375457681317,2,3,1
1204,119,0,17,10.294495068822272,308.83485206466815,3,3,0
1627,68,0,3,11.743370587141754,352.30111761425263,2,3,0
2794,170,3,12,7.657451775155518,229.72355325466552,3,3,0
1311,40,0,2,7.272201046131412,218.16603138394237,3,3,0
3594,67,2,7,11.215300853863615,336.45902561590844,3,3,1
1452,146,0,17,8.324633831237298,249.73901493711895,1,3,0
1314,262,3,19,13.791601661262087,413.7480498378626,2,3,1
2048,139,1,12,9.612094712597386,288.3628413779216,2,3,0
643,147,1,9,6.892776160055722,206.78328480167167,3,3,0
3277,129,4,14,11.486521329376357,344.5956398812907,3,3,1
1362,99,1,2,8.449274339729051,253.47823019187155,3,3,0
1716,112,3,4,7.188699420971218,215.66098262913653,2,3,0
3012,187,2,19,9.382586903119368,281.477607093581,3,3,0
2307,182,0,16,13.713778224698224,411.41334674094674,2,3,1
874,217,0,17,9.29144461109704,278.7433383329112,2,3,0
1176,1,0,2,8.778670125848507,263.3601037754552,1,3,0
3239,159,3,17,9.556071696554433,286.682150896633,3,3,0
3176,207,1,19,6.096925644797187,182.90776934391562,3,3,0
1789,99,1,8,7.0648123087889125,211.94436926366737,3,3,0
3949,109,3,6,12.797396945076862,383.9219083523059,1,3,0
1055,158,1,12,13.82427529675611,414.7282589026833,3,3,1
1362,198,1,18,7.263531884829451,217.90595654488354,2,3,0
2621,40,1,2,10.284142547095268,308.52427641285806,3,3,0
2985,174,0,19,13.730667470445148,411.92002411335443,2,3,1
1380,172,0,10,7.252651009431711,217.5795302829513,2,3,0
2773,67,2,3,7.490476940019602,224.71430820058805,2,3,0
2342,180,0,12,13.414530831427186,402.4359249428156,2,3,1
2855,219,1,16,11.64550117161906,349.3650351485718,3,3,1
1465,99,1,12,7.215733494737286,216.47200484211857,1,3,0
2895,143,4,8,9.147941368948878,274.43824106846637,1,3,0
975,26,0,5,6.450159553717684,193.50478661153053,2,3,0
1838,187,1,11,9.461372271341553,283.84116814024657,3,3,0
1024,117,0,10,12.223211955896296,366.6963586768889,1,3,0
1948,69,2,3,10.431776436689017,312.9532931006705,3,3,0
3071,82,3,9,11.179536974529626,335.38610923588874,1,3,1
1061,111,2,12,8.614561057601673,258.4368317280502,2,3,0
3820,102,3,6,7.291167341958344,218.73502025875032,2,3,0
1068,195,2,19,6.104933406187875,183.14800218563624,2,3,0
1705,147,1,16,12.570498754634762,377.11496263904286,1,3,1
605,177,0,14,11.093236474766304,332.7970942429891,3,3,1
2738,61,0,4,7.834569930301507,235.0370979090452,2,3,0
1660,143,2,18,9.347471680618359,280.42415041855077,3,3,1
1199,143,1,10,12.411546149824915,372.34638449474744,3,3,1
1643,132,1,18,10.309601488731087,309.2880446619326,2,3,1
3378,64,3,12,8.401279011567826,252.0383703470348,1,3,0
571,185,0,19,8.137476137365484,244.12428412096452,2,3,0
1254,52,0,8,7.740912195590605,232.22736586771813,2,3,0
3702,50,1,1,12.589839041073358,377.6951712322007,1,3,0
3004,179,1,14,10.6548828054773,319.64648416431896,3,3,0
1404,117,0,6,11.673257325611715,350.1977197683515,1,3,0
3026,176,3,14,12.880963531179308,386.42890593537925,1,3,1
551,0,1,2,13.89489362024173,416.8468086072519,2,3,1
1503,78,1,9,7.995868692246256,239.87606076738766,1,3,0
3121,131,1,12,7.447219899663303,223.4165969898991,1,3,0
3690,75,1,5,9.695986742351588,290.87960227054765,1,3,0
1787,8,0,2,6.28057023582826,188.4171070748478,3,3,0
1762,163,0,19,12.333743052508225,370.01229157524676,3,3,0
3922,118,0,7,13.070079990675058,392.10239972025175,2,3,1
3440,121,3,7,11.488317589984227,344.6495276995268,2,3,1
2802,97,0,10,8.143960196508875,244.31880589526625,3,3,0
1184,207,0,17,6.9852437919103245,209.55731375730974,1,3,0
3880,93,1,14,9.057153503359107,271.7146051007732,2,3,0
2272,155,1,11,12.666684964042027,380.0005489212608,2,3,1
2130,110,1,6,8.782622430288917,263.47867290866753,1,3,0
2604,123,0,8,6.27403658901312,188.2210976703936,1,3,0
1449,193,0,19,8.194243009801056,245.82729029403168,1,3,0
3974,160,1,19,13.919564880605787,417.5869464181736,1,3,1
3638,194,1,17,11.413350045327066,342.400501359812,1,3,1
3617,157,0,18,13.206838639817022,396.20515919451066,3,3,0
3153,134,0,12,12.198922140008861,365.96766420026586,1,3,0
2173,87,3,9,10.317644122613046,309.5293236783914,2,3,0
2916,144,0,16,7.189510979159842,215.68532937479526,3,3,0
2779,168,0,18,8.789155826845741,263.67467480537226,2,3,0
1925,178,1,16,10.669921802193777,320.0976540658133,1,3,0
3455,195,3,16,12.965058789855936,388.9517636956781,2,3,1
2084,129,0,4,8.149400366919197,244.48201100757592,1,3,0
1546,91,0,7,6.969814954721836,209.09444864165508,2,3,0
3121,5,1,1,10.470658540438539,314.11975621315617,2,3,0
1790,79,2,1,7.412009780144445,222.36029340433336,1,3,0
3388,107,0,8,10.882894154575254,326.48682463725766,2,3,0
2665,96,2,8,8.108171539869856,243.24514619609567,3,3,0
2123,93,0,10,7.847704034404997,235.43112103214992,2,3,0
3626,13,0,1,9.19344611991113,275.8033835973339,3,3,0
1676,120,1,14,10.745534060463566,322.36602181390697,3,3,0
3810,108,3,14,10.362541383594504,310.8762415078351,2,3,0
3836,158,2,10,7.957875817879844,238.73627453639534,3,3,1
2815,199,0,19,13.128933395627008,393.86800186881027,3,3,1
2660,166,1,16,6.879055757881608,206.37167273644826,2,3,0
2713,77,0,9,6.315740504594682,189.47221513784046,1,3,0
3215,201,0,16,10.82165015524958,324.6495046574874,1,3,0
1531,37,0,8,6.987257344523812,209.61772033571435,3,3,0
3261,80,0,7,10.03912651423169,301.1737954269507,3,3,0
3788,172,3,11,13.61418627527706,408.4255882583118,1,3,1
930,0,0,6,11.588642171622322,347.65926514866965,3,3,0
1815,167,2,15,10.939652643182082,328.18957929546247,1,3,0
1392,165,2,19,10.598441798978246,317.9532539693474,2,3,0
1573,151,1,14,7.436314017596742,223.08942052790226,3,3,0
606,140,1,15,9.461182597024834,283.835477910745,2,3,0
3580,101,0,6,8.7401880589341,262.205641768023,1,3,0
1244,159,0,10,13.624594577776502,408.7378373332951,1,3,1
3247,257,3,14,7.9385618509658,238.156855528974,2,3,0
1979,158,1,16,9.772130971168412,293.16392913505234,3,3,0
2870,163,0,13,13.50463490621,405.1390471863,2,3,1
2856,136,1,11,12.31344521951452,369.40335658543563,2,3,0
3397,70,0,3,13.716121914275384,411.4836574282615,3,3,1
1121,158,1,8,10.866642041175929,325.99926123527786,1,3,0
1494,26,0,3,8.670294837967472,260.10884513902414,2,3,0
644,31,0,2,12.613198203712471,378.39594611137414,2,3,0
3287,149,3,14,8.331650170986965,249.94950512960895,1,3,0
1320,120,2,15,7.318182415295087,219.54547245885263,2,3,0
911,53,0,3,11.650310512312059,349.5093153693618,1,3,0
613,69,1,1,11.111645308274875,333.34935924824623,3,3,0
3122,188,1,15,13.031591220763163,390.94773662289487,1,3,1
2946,43,1,2,13.695398062528405,410.86194187585215,1,3,0
3846,219,0,18,12.857580697796433,385.727420933893,2,3,1
623,0,1,1,6.480174380706166,194.405231421185,1,3,0
585,195,0,9,11.316107463858145,339.48322391574436,1,3,0
546,76,0,3,12.277859302912365,368.33577908737095,2,3,0
2399,33,1,2,13.855429794801413,415.6628938440424,1,3,0
3491,100,4,4,8.99729039610107,269.9187118830321,2,3,0
3772,156,1,16,7.359052698169183,220.7715809450755,3,3,0
3847,0,0,1,12.82346449437777,384.70393483133313,1,3,0
2072,108,1,9,8.539733949060443,256.1920184718133,3,3,0
2238,135,1,8,10.78561516635087,323.5684549905261,1,3,0
3701,126,2,6,9.119158113704,273.57474341112,1,3,1
2505,199,3,18,9.21861005406929,276.55830162207866,3,3,1
1303,196,0,16,11.859715833419614,355.7914750025884,3,3,0
2936,116,1,8,8.89180100271951,266.75403008158526,2,3,0
3123,80,2,4,11.544600903763897,346.3380271129169,2,3,0
3834,36,2,3,6.114627643618417,183.4388293085525,3,3,0
2489,146,2,15,8.597179120031008,257.91537360093025,1,3,0
3179,77,2,6,8.552352250829301,256.57056752487904,2,3,0
3849,59,2,1,11.990682287173737,359.7204686152121,1,3,0
3261,236,6,18,8.516456928205024,255.4937078461507,2,3,0
1569,98,1,11,11.066617058920663,331.9985117676199,2,3,0
1691,8,2,3,11.50819521686292,345.24585650588756,2,3,0
3169,201,2,13,11.267404353576921,338.02213060730764,3,3,0
545,127,0,17,10.826349448389315,324.79048345167945,1,3,0
3271,198,1,18,9.308934794795157,279.2680438438547,3,3,0
1039,157,1,14,8.986439821470483,269.59319464411453,2,3,0
586,72,0,7,10.516672467007117,315.5001740102135,3,3,0
3350,110,0,7,6.5096248198746105,195.2887445962383,3,3,0
1908,98,1,14,13.00655873641221,390.19676209236627,3,3,1
764,220,1,15,12.602521144242745,378.07563432728233,1,3,0
3593,246,3,12,8.771077736297517,263.1323320889255,3,3,0
1202,175,0,12,10.53455298708505,316.0365896125515,3,3,0
1973,66,1,8,13.457821585475706,403.7346475642712,3,3,1
2779,84,4,16,8.173094379296774,245.19283137890324,3,3,0
685,126,1,9,11.939642141558828,358.1892642467648,3,3,0
825,0,0,2,6.661854458568041,199.85563375704123,3,3,0
1706,125,0,14,10.18697717976777,305.60931539303306,3,3,0
896,223,1,16,13.071753035578382,392.15259106735147,2,3,0
2004,139,1,5,10.413674273192587,312.4102281957776,3,3,0
1926,144,1,5,10.93002261469681,327.9006784409043,3,3,0
1940,182,1,18,13.261114346476353,397.8334303942906,1,3,0
3773,219,2,18,11.722885120398423,351.6865536119527,2,3,0
1588,0,1,5,11.566957441794123,347.0087232538237,3,3,0
1455,63,1,11,10.691072176743187,320.73216530229564,1,3,0
1054,122,0,13,11.063908913539347,331.91726740618043,3,3,0
3280,117,6,3,12.429643392132938,372.88930176398816,3,3,1
1540,153,1,17,13.833864666377956,415.01593999133866,3,3,1
3344,211,1,18,12.362602832065503,370.8780849619651,3,3,0
3754,100,1,14,11.66029465301597,349.8088395904791,3,3,0
2938,140,2,12,7.084359068892119,212.53077206676357,1,3,0
543,163,0,14,12.536643099533546,376.0992929860064,3,3,1
1400,209,1,18,11.887954939189624,356.63864817568873,1,3,1
2223,37,2,2,12.163457563209871,364.9037268962961,3,3,0
981,92,1,7,7.848771825946495,235.46315477839485,1,3,0
2536,98,2,15,13.227549572327423,396.82648716982266,2,3,1
1786,105,0,10,6.7782509467748975,203.3475284032469,3,3,0
1697,203,2,15,8.028896445535572,240.8668933660672,2,3,0
1964,155,0,17,11.304187506595213,339.1256251978564,2,3,0
1065,93,1,11,11.389715710648122,341.6914713194437,2,3,0
2767,82,1,2,8.506596530406599,255.19789591219796,3,3,0
3965,280,3,18,11.612158216894517,348.3647465068355,2,3,1
1271,158,2,4,9.103444301238977,273.1033290371693,1,3,0
1718,112,0,9,6.001404126863386,180.04212380590158,3,3,0
2956,206,2,17,7.300849058299068,219.02547174897205,2,3,0
970,246,3,17,13.060946201745395,391.82838605236185,3,3,1
1870,205,6,17,7.781552093835351,233.44656281506053,2,3,1
3632,186,2,16,6.903282710871007,207.0984813261302,1,3,0
2713,86,1,8,11.457604847465557,343.72814542396674,3,3,1
1171,249,1,15,9.525651539277888,285.76954617833667,3,3,0
1674,66,0,1,12.372727491181156,371.18182473543465,2,3,0
610,171,0,19,12.891559476526306,386.74678429578915,1,3,1
3096,126,0,15,12.767911019097852,383.03733057293556,3,3,1
1526,27,0,9,8.504073753575145,255.12221260725437,2,3,0
3584,16,2,5,10.044367503745313,301.3310251123594,1,3,0
3733,143,3,16,11.201133877175714,336.0340163152714,1,3,1
843,176,1,13,8.57586469827299,257.2759409481897,1,3,0
1972,181,2,16,6.328794522824145,189.86383568472436,1,3,0
2879,77,2,11,9.965315058375353,298.9594517512606,3,3,1
2811,111,3,13,6.1025466677247495,183.07640003174248,3,3,0
2630,89,0,6,13.605164997807577,408.1549499342273,1,3,1
1276,242,2,17,12.373469168584212,371.2040750575263,2,3,1
3471,45,4,5,7.536078212188756,226.0823463656627,2,3,0
2881,184,0,17,8.300573991135426,249.0172197340628,1,3,0
1903,20,0,1,13.862708384155507,415.88125152466523,1,3,1
3790,63,2,5,8.988388433130435,269.65165299391305,2,3,0
1157,23,0,5,12.269778859471138,368.09336578413416,1,3,1
2333,116,1,7,9.574523747354036,287.2357124206211,1,3,0
2332,148,2,16,12.91276739280488,387.3830217841464,3,3,1
953,164,1,18,11.630028065292072,348.90084195876216,3,3,1
3220,127,2,6,6.183280479129275,185.49841437387823,1,3,0
1240,92,1,2,8.355119087513899,250.65357262541696,1,3,0
2269,104,0,13,10.46393851914762,313.91815557442857,3,3,0
3660,131,2,10,13.40939235255803,402.2817705767409,1,3,1
2880,164,2,11,6.816239157131923,204.4871747139577,3,3,0
2857,43,1,2,10.809300301688536,324.2790090506561,3,3,0
3274,130,2,8,8.41741385130126,252.5224155390378,2,3,0
1943,169,0,19,13.114622256155522,393.4386676846657,3,3,0
2248,172,4,17,12.121356877268106,363.64070631804316,2,3,1
2901,125,1,16,8.957621776074284,268.7286532822285,2,3,1
1323,178,0,10,7.3368253112689095,220.10475933806728,3,3,0
3671,55,1,5,6.091983779178382,182.75951337535147,1,3,0
644,119,2,14,10.96907560537559,329.0722681612677,3,3,0
3581,155,3,19,9.24899046104995,277.4697138314985,2,3,0
2506,65,0,4,8.518051942886153,255.54155828658457,3,3,0
1567,122,1,16,13.884018333094684,416.52054999284053,3,3,1
2286,131,2,15,9.72913708448252,291.8741125344756,2,3,0
1909,133,0,9,11.998714269163393,359.9614280749018,3,3,0
2262,86,3,3,7.41929933800989,222.5789801402967,3,3,0
1409,58,2,9,6.10764206193451,183.2292618580353,2,3,0
1260,207,1,18,9.340500955584128,280.2150286675238,1,3,0
3042,73,2,4,11.325318679541294,339.75956038623883,2,3,0
2016,232,1,19,10.052789569467675,301.58368708403026,2,3,1
3740,118,0,4,13.123730060995129,393.7119018298539,3,3,0
3189,42,1,9,9.471834809497318,284.15504428491954,2,3,0
1030,73,1,1,8.48802250522473,254.6406751567419,3,3,0
1859,103,0,1,13.328389409661149,399.85168228983446,3,3,1
2527,190,0,19,9.254418229075046,277.6325468722514,3,3,0
3060,86,1,3,8.157182893116893,244.71548679350678,2,3,1
2677,128,2,10,6.781288614480643,203.4386584344193,2,3,0
1507,175,2,12,12.346478185726568,370.39434557179703,3,3,1
2037,199,2,18,12.600731686382744,378.0219505914823,1,3,0
1773,66,1,14,6.266382268521376,187.9914680556413,1,3,0
3281,110,1,10,8.869164787212199,266.074943616366,2,3,0
1446,107,1,10,11.999011636783678,359.97034910351033,3,3,0
1661,207,1,18,13.571054779904431,407.1316433971329,3,3,1
1798,95,2,1,9.02254627075924,270.67638812277715,2,3,0
1501,145,1,15,12.97642745103595,389.29282353107845,1,3,1
3011,55,2,8,9.14976325225756,274.4928975677268,2,3,0
2688,81,3,3,7.435957017941185,223.07871053823555,2,3,0
2467,142,0,18,6.0275691502149575,180.82707450644872,3,3,0
3827,97,4,9,8.641448185223037,259.24344555669114,2,3,0
1381,268,3,16,9.027800405818972,270.8340121745692,1,3,0
2347,127,1,15,13.560940231098689,406.82820693296065,2,3,1
3003,17,2,5,7.648562019364983,229.45686058094947,3,3,0
2475,168,2,13,9.057845664140038,271.7353699242011,1,3,0
2981,119,1,7,6.201233038584905,186.03699115754716,3,3,0
2130,203,2,16,12.108317880731091,363.24953642193276,2,3,1
672,119,0,7,13.321129890039893,399.6338967011968,2,3,1
972,163,0,16,7.902565178211935,237.07695534635806,2,3,0
1946,145,1,13,9.431960885121317,282.9588265536395,3,3,0
3567,213,2,17,6.976900970927952,209.30702912783855,2,3,0
3464,176,2,9,9.654683442503126,289.6405032750938,1,3,1
2986,95,4,12,7.066739709152763,212.0021912745829,1,3,0
3563,134,5,13,10.186787955353218,305.6036386605965,3,3,1
3628,132,1,9,11.876976323457864,356.30928970373594,3,3,1
997,80,0,5,10.426742198513345,312.80226595540034,3,3,0
2716,34,4,7,7.961756627099008,238.85269881297023,2,3,0
1488,15,0,1,8.83036788375124,264.9110365125372,1,3,0
2105,84,2,4,11.10858190164506,333.2574570493518,1,3,0
3108,62,0,4,10.718043342314601,321.541300269438,1,3,0
2975,158,3,16,7.094198304970668,212.82594914912005,3,3,0
